,county_fips_code,population,percentile_rank
187,6003,1129,0.6785486950986632
188,6005,39752,0.7988542329726289
189,6007,219186,0.6823679185232336
190,6009,45905,0.5903882877148313
191,6011,21547,0.23488224061107574
192,6013,1153526,0.4522597071928708
193,6015,27812,0.8220878421387651
194,6017,192843,0.6642266072565245
195,6019,999101,0.05537873965626989
196,6021,28393,0.3863781031190325
197,6023,135558,0.9414385741565882
198,6025,181215,0.07224697644812221
199,6027,18039,0.8236791852323361
200,6029,900202,0.29439847231063015
201,6031,152940,0.029598981540420115
202,6033,64386,0.7635264162953532
203,6035,30573,0.9896562698917887
204,6037,10039107,0.19764481222151495
205,6039,157327,0.21037555697008276
206,6041,258826,0.05187778485041375
207,6043,17203,0.8230426479949077
208,6045,86749,0.6989178866963718
209,6047,277680,0.1406747294716741
210,6049,8841,0.9896562698917887
211,6051,14444,0.5814767663908339
212,6053,434061,0.27021005728835135
213,6055,137744,0.29121578612348825
214,6057,99755,0.7657542966263526
215,6059,3175692,0.11839592616168046
216,6061,398329,0.6654996817313813
217,6063,18807,0.9614894971355824
218,6065,2470546,0.05569700827498408
219,6067,1552058,0.45448758752387014
220,6069,62808,0.4484404837683004
221,6071,2180085,0.1413112667091025
222,6073,3338330,0.39369828134945895
223,6075,881549,0.4936346276257161
224,6077,762148,0.08497772119669
225,6079,283111,0.48440483768300446
226,6081,766573,0.475493316359007
227,6083,446499,0.4812221514958625
228,6085,1927852,0.5999363462762571
229,6087,273213,0.6368555060471037
230,6089,180080,0.7975811584977721
231,6091,3005,0.9896562698917887
232,6093,43539,0.9092934436664545
233,6095,447643,0.3017186505410567
234,6097,494336,0.3787396562698918
235,6099,550660,0.13653723742838955
236,6101,96971,0.3052196053469128
237,6103,65084,0.8392743475493316
238,6105,12285,0.9789942711648632
239,6107,466195,0.11521323997453851
240,6109,54478,0.8112667091024824
241,6111,846006,0.31890515595162316
242,6113,220500,0.3239974538510503
243,6115,78668,0.4156588160407384
244,8001,517421,0.33831954169318906
245,8003,16233,0.2555697008274984
246,8005,656590,0.547422024188415
247,8007,14029,0.8991088478676003
248,8009,3581,0.6604073838319542
249,8011,5577,0.9042011457670274
250,8013,326196,0.5938892425206874
251,8014,70465,0.5639719923615532
252,8015,20356,0.31858688733290896
253,8017,1831,0.8338637810311903
254,8019,9700,0.8898790579248886
255,8021,8205,0.6559516231699555
256,8023,3887,0.4436664544875875
257,8025,6061,0.4105665181413113
258,8027,5068,0.5658816040738384
259,8029,31162,0.8360916613621897
260,8031,727211,0.43189051559516234
261,8033,2055,0.9896562698917887
262,8035,351154,0.6511775938892426
263,8037,55127,0.28485041374920433
264,8039,26729,0.7873965626989179
265,8041,720403,0.5267345639719924
266,8043,47839,0.8914704010184595
267,8045,60061,0.26479949077021003
268,8047,6243,0.6931890515595163
269,8049,15734,0.7651177593889242
270,8051,17462,0.4809038828771483
271,8053,820,0.7753023551877785
272,8055,6897,0.9665817950350095
273,8057,1392,0.1098026734563972
274,8059,582881,0.5992998090388287
275,8061,1406,0.9896562698917887
276,8063,7097,0.6416295353278166
277,8065,8127,0.33354551241247615
278,8067,56221,0.6941438574156589
279,8069,356899,0.720560152768937
280,8071,14506,0.9325270528325907
281,8073,5701,0.962444302991725
282,8075,22409,0.21196690006365373
283,8077,154210,0.838319541693189
284,8079,769,0.006365372374283896
285,8081,13283,0.9003819223424571
286,8083,26183,0.6849140674729471
287,8085,42758,0.6215786123488224
288,8087,29068,0.2931253978357734
289,8089,18278,0.9532145130490134
290,8091,4952,0.8421387651177594
291,8093,18845,0.7848504137492043
292,8095,4265,0.6855506047103755
293,8097,17767,0.2638446849140675
294,8099,12172,0.47294716740929343
295,8101,168424,0.746658179503501
296,8103,6324,0.82017823042648
297,8105,11267,0.41852323360916616
298,8107,25638,0.7014640356460853
299,8109,6824,0.28516868236791854
300,8111,728,0.2788033099936346
301,8113,8179,0.2071928707829408
302,8115,2248,0.5194143857415658
303,8117,31011,0.44080203691915976
304,8119,25388,0.6403564608529599
305,8121,4908,0.33195416931890515
306,8123,324492,0.3949713558243157
307,8125,10019,0.4583068109484405
308,9001,943332,0.5190961171228516
309,9003,891720,0.5773392743475493
310,9005,180333,0.5725652450668364
311,9007,162436,0.5569700827498408
312,9009,854757,0.35709739019732656
313,9011,265206,0.6737746658179503
314,9013,150721,0.7832590706556334
315,9015,116782,0.6651814131126671
316,10001,180786,0.015595162316995544
317,10003,558753,0.014003819223424571
318,10005,234225,0.0009548058561425843
319,11001,705749,0.43157224697644814
320,12001,269043,0.19859961807765755
321,12003,29210,0.18077657542966263
322,12005,174705,0.07606619987269256
323,12007,28201,0.26543602800763844
324,12009,601942,0.27721196690006367
325,12011,1952778,0.040420114576702734
326,12013,14105,0.047103755569700825
327,12015,188910,0.2676639083386378
328,12017,149657,0.3408656906429026
329,12019,219252,0.19127943984723106
330,12021,384902,0.055060471037555694
331,12023,71686,0.02259707192870783
332,12027,38001,0.0120942075111394
333,12029,16826,0.16772756206238065
334,12031,957755,0.05410566518141311
335,12033,318316,0.03819223424570337
336,12035,115081,0.37619350732017826
337,12037,12125,0.24411203055378738
338,12039,45660,0.058879694462126035
339,12041,18582,0.10693825588796944
340,12043,13811,0.10821133036282622
341,12045,13639,0.08847867600254615
342,12047,14428,0.027052832590706555
343,12049,26937,0.025779758115849778
344,12051,42022,0.02005092297899427
345,12053,193920,0.2625716104392107
346,12055,106221,0.282622533418205
347,12057,1471968,0.0732017823042648
348,12059,19617,0.07702100572883513
349,12061,159923,0.15054105665181414
350,12063,46414,0.06556333545512412
351,12065,14246,0.19828134945894335
352,12067,8422,0.12858052196053468
353,12069,367118,0.1823679185232336
354,12071,770577,0.07256524506683641
355,12073,293582,0.15945257797581158
356,12075,41503,0.24124761298535966
357,12077,8354,0.028007638446849142
358,12079,18493,0.009866327180140038
359,12081,403253,0.06906429026098027
360,12083,365579,0.22915340547422025
361,12085,161000,0.06588160407383832
362,12086,2716940,0.015276893698281349
363,12087,74228,0.09388924252068746
364,12089,88625,0.16104392106938256
365,12091,210738,0.18746021642266072
366,12093,42168,0.07574793125397836
367,12095,1393452,0.08084022915340547
368,12097,375751,0.07129217059197963
369,12099,1496770,0.13239974538510502
370,12101,553947,0.18141311266709104
371,12103,974996,0.09866327180140039
372,12105,724777,0.09611712285168682
373,12107,74521,0.07097390197326543
374,12109,264672,0.1957352005092298
375,12111,328297,0.15658816040738383
376,12113,184313,0.11616804583068109
377,12115,433742,0.16390833863781032
378,12117,471826,0.16072565245066836
379,12119,132420,0.2873965626989179
380,12121,44417,0.04614894971355824
381,12123,21569,0.18268618714194781
382,12125,15237,0.17536600891152132
383,12127,553284,0.18968809675366008
384,12129,33739,0.15213239974538512
385,12131,74071,0.11266709102482496
386,12133,25473,0.14513049013367282
387,13001,18386,0.03882877148313176
388,13003,8165,0.01336728198599618
389,13005,11164,0.04105665181413113
390,13007,3038,0.11935073201782304
391,13009,44890,0.10025461489497135
392,13011,19234,0.3227243793761935
393,13013,83240,0.2437937619350732
394,13015,107738,0.12507956715467855
395,13017,16700,0.10439210693825589
396,13019,19397,0.18650541056651815
397,13021,153159,0.046467218332272436
398,13023,12873,0.28866963717377464
399,13025,19109,0.2686187141947804
400,13027,15457,0.07797581158497773
401,13029,39627,0.1460852959898154
402,13031,79608,0.14322087842138764
403,13033,22383,0.10280076384468491
404,13035,24936,0.19923615531508593
405,13037,6189,0.039783577339274345
406,13039,54666,0.27753023551877787
407,13043,10803,0.07988542329726289
408,13045,119992,0.16359007001909612
409,13047,67580,0.5461489497135582
410,13049,13392,0.05124124761298536
411,13051,289430,0.08752387014640356
412,13053,10907,0.0038192234245703373
413,13055,24789,0.6244430299172502
414,13057,258773,0.3481858688733291
415,13059,128331,0.2138765117759389
416,13061,2834,0.1534054742202419
417,13063,292256,0.2068746021642266
418,13065,6618,0.15563335455124125
419,13067,760141,0.19446212603437302
420,13069,43273,0.011457670273711012
421,13071,45600,0.032463399108847865
422,13073,156714,0.22883513685550605
423,13075,17270,0.04805856142584341
424,13077,148509,0.4481222151495863
425,13079,12404,0.5012730744748568
426,13081,22372,0.20973901973265435
427,13083,16116,0.6804583068109484
428,13085,26108,0.34563971992361553
429,13087,26404,0.2008274984086569
430,13089,759297,0.1400381922342457
431,13091,20605,0.2600254614894971
432,13093,13390,0.1702737110120942
433,13095,87956,0.025461489497135583
434,13097,146343,0.1295353278166773
435,13099,10190,0.033099936346276254
436,13101,4006,0.017504774029280714
437,13103,64296,0.24029280712921705
438,13105,19194,0.122533418204965
439,13107,22646,0.12094207511139402
440,13109,10654,0.15722469764481223
441,13111,26188,0.45385105028644174
442,13113,114421,0.4013367281985996
443,13115,98498,0.2192870782940802
444,13117,244252,0.4271164863144494
445,13119,23349,0.20591979630808402
446,13121,1063937,0.14258434118395927
447,13123,31369,0.16008911521323999
448,13125,2971,0.29630808402291536
449,13127,85292,0.023233609166136218
450,13129,57963,0.15626989178866962
451,13131,24633,0.22183322724379376
452,13133,18324,0.2552514322087842
453,13135,936250,0.13017186505410566
454,13137,45328,0.15913430935709738
455,13139,204441,0.11012094207511139
456,13141,8457,0.05919796308084023
457,13143,29792,0.39783577339274345
458,13145,35236,0.09484404837683004
459,13147,26205,0.34245703373647357
460,13149,11923,0.24220241884150223
461,13151,234561,0.2377466581795035
462,13153,157863,0.2501591343093571
463,13155,9416,0.09834500318268619
464,13157,72977,0.2867600254614895
465,13159,14219,0.4070655633354551
466,13161,15115,0.11871419478039465
467,13163,15362,0.022915340547422024
468,13165,8676,0.012730744748567792
469,13167,9643,0.08274984086569065
470,13169,28735,0.31476766390833866
471,13171,19077,0.31508593252705286
472,13173,10423,0.10471037555697009
473,13175,47546,0.14799490770210058
474,13177,29992,0.1820496499045194
475,13179,61435,0.2832590706556333
476,13181,7921,0.08434118395926161
477,13183,19559,0.452577975811585
478,13185,117406,0.023551877784850413
479,13187,33610,0.35646085295989816
480,13189,21312,0.15404201145767027
481,13191,14378,0.23615531508593252
482,13193,12947,0.13176320814767664
483,13195,29880,0.2316995544239338
484,13197,8359,0.17982176957352006
485,13199,21167,0.1511775938892425
486,13201,5718,0.2823042647994908
487,13205,21863,0.06015276893698281
488,13207,27578,0.1839592616168046
489,13209,9172,0.1721833227243794
490,13211,19276,0.3580521960534691
491,13213,40096,0.27180140038192235
492,13215,195769,0.04964990451941439
493,13217,111744,0.1772756206238065
494,13219,40280,0.3049013367281986
495,13221,15259,0.2562062380649268
496,13223,168667,0.3679185232336092
497,13225,27546,0.24920432845321452
498,13227,32591,0.4669000636537237
499,13229,19465,0.06938255887969447
500,13231,18962,0.36855506047103753
501,13233,42613,0.207511139401655
502,13235,11137,0.5416931890515595
503,13237,22119,0.1836409929980904
504,13239,2299,0.16931890515595163
505,13241,17137,0.19287078294080204
506,13243,6778,0.049331635900700194
507,13245,202518,0.10534691279439848
508,13247,90896,0.18586887332908975
509,13249,5257,0.1884150222788033
510,13251,13966,0.20528325907065564
511,13253,8090,0.3838319541693189
512,13255,66703,0.20878421387651178
513,13257,25925,0.05983450031826862
514,13259,6621,0.0019096117122851686
515,13261,29524,0.03150859325270528
516,13263,6195,0.07065563335455124
517,13265,1537,0.5467854869509866
518,13267,25286,0.1887332908975175
519,13269,8020,0.2256524506683641
520,13271,15860,0.08338637810311904
521,13273,8531,0.018459579885423297
522,13275,44451,0.13144493952896244
523,13277,40644,0.012412476129853597
524,13279,26830,0.09739019732654361
525,13281,12037,0.28548695098663274
526,13283,6901,0.19987269255251433
527,13285,69922,0.004455760661998727
528,13287,7985,0.03532781667727562
529,13289,8120,0.24061107574793125
530,13291,24511,0.30935709739019734
531,13293,26320,0.20496499045194144
532,13295,69761,0.5961171228516868
533,13297,94593,0.3478676002546149
534,13299,35734,0.01941438574156588
535,13301,5254,0.14353914704010184
536,13303,20374,0.14194780394653086
537,13305,29927,0.1467218332272438
538,13307,2607,0.06333545512412476
539,13309,7855,0.2383831954169319
540,13311,30798,0.36123488224061107
541,13313,104628,0.049013367281986
542,13315,8635,0.17854869509866328
543,13317,9777,0.058243157224697646
544,13319,8954,0.048695098663271805
545,13321,20247,0.09961807765754296
546,15001,201513,0.9589433481858689
547,15003,974563,0.9057924888605984
548,15005,86,0.9896562698917887
549,15007,72293,0.9535327816677276
550,15009,167417,0.9646721833227244
551,16001,481587,0.11648631444939529
552,16003,4294,0.6868236791852323
553,16005,87808,0.7116486314449395
554,16007,6125,0.9108847867600255
555,16009,9298,0.5668364099299809
556,16011,46811,0.5646085295989816
557,16013,23021,0.2024188415022279
558,16015,7831,0.5805219605346913
559,16017,45739,0.6005728835136855
560,16019,119062,0.6378103119032463
561,16021,12245,0.8064926798217695
562,16023,2597,0.9896562698917887
563,16025,1106,0.6690006365372374
564,16027,229849,0.05760661998726926
565,16029,7155,0.49172501591343093
566,16031,24030,0.0967536600891152
567,16033,845,0.9896562698917887
568,16035,8756,0.7883513685550605
569,16037,4315,0.7250159134309357
570,16039,27511,0.38892425206874603
571,16041,13876,0.6409929980903882
572,16043,13099,0.7488860598345003
573,16045,18112,0.29057924888605985
574,16047,15179,0.352959898154042
575,16049,16667,0.8434118395926161
576,16051,29871,0.7367918523233609
577,16053,24412,0.14385741565881605
578,16055,165697,0.25684277530235516
579,16057,40108,0.8309993634627626
580,16059,8027,0.877466581795035
581,16061,3838,0.9896562698917887
582,16063,5366,0.2861234882240611
583,16065,39907,0.545830681094844
584,16067,21039,0.056651814131126674
585,16069,40408,0.7584341183959261
586,16071,4531,0.6072565245066837
587,16073,11823,0.06970082749840865
588,16075,23951,0.11330362826225335
589,16077,7681,0.642266072565245
590,16079,12882,0.6970082749840866
591,16081,12142,0.39942711648631446
592,16083,86878,0.232017823042648
593,16085,11392,0.508274984086569
594,16087,10194,0.13844684914067473
595,17001,65435,0.4277530235518778
596,17003,5761,0.4446212603437301
597,17005,16426,0.8590070019096118
598,17007,53544,0.3831954169318905
599,17009,6578,0.9172501591343094
600,17011,32628,0.803946530872056
601,17013,4739,0.8742838956078931
602,17015,14305,0.9388924252068745
603,17017,12147,0.21133036282622533
604,17019,209689,0.5292807129217059
605,17021,32304,0.8717377466581795
606,17023,15441,0.38796944621260343
607,17025,13184,0.8147676639083387
608,17027,37562,0.5127307447485678
609,17029,50621,0.5455124124761298
610,17031,5150233,0.4637173774665818
611,17033,18667,0.9197963080840229
612,17035,10766,0.44175684277530236
613,17037,104897,0.44239338001273076
614,17039,15638,0.7660725652450668
615,17041,19465,0.5509229789942711
616,17043,922921,0.3440483768300446
617,17045,17161,0.7695735200509229
618,17047,6395,0.7740292807129217
619,17049,34008,0.7889879057924889
620,17051,21336,0.9077021005728835
621,17053,12961,0.6269891788669637
622,17055,38469,0.6795035009548058
623,17057,34340,0.9583068109484405
624,17059,4828,0.5232336091661363
625,17061,12969,0.8698281349458943
626,17063,51054,0.57511139401655
627,17065,8116,0.8485041374920432
628,17067,17708,0.9420751113940166
629,17069,3821,0.8274984086569064
630,17071,6646,0.9493952896244431
631,17073,48913,0.6588160407383832
632,17075,27114,0.49809038828771485
633,17077,56750,0.5483768300445576
634,17079,9610,0.8115849777211966
635,17081,37684,0.7390197326543603
636,17083,21773,0.7087842138765118
637,17085,21235,0.67982176957352
638,17087,12417,0.6139401654996818
639,17089,532403,0.20432845321451304
640,17091,109862,0.28357733927434753
641,17093,128990,0.5477402928071292
642,17095,49699,0.49777211966900065
643,17097,696535,0.2380649267982177
644,17099,108669,0.6900063653723743
645,17101,15678,0.8564608529598982
646,17103,34096,0.7517504774029281
647,17105,35648,0.8411839592616168
648,17107,28618,0.8380012730744748
649,17109,29682,0.7374283895607893
650,17111,307774,0.4261616804583068
651,17113,171517,0.8061744112030553
652,17115,104009,0.8246339910884787
653,17117,44926,0.802355187778485
654,17119,262966,0.4341183959261617
655,17121,37205,0.7495225970719287
656,17123,11438,0.8357733927434755
657,17125,13359,0.6938255887969447
658,17127,13772,0.8198599618077658
659,17129,12196,0.6056651814131127
660,17131,15437,0.7609802673456397
661,17133,34637,0.46435391470401016
662,17135,28414,0.4694462126034373
663,17137,33658,0.6906429026098027
664,17139,14501,0.6479949077021006
665,17141,50643,0.4245703373647358
666,17143,179179,0.47453851050286444
667,17145,20916,0.7113303628262253
668,17147,16344,0.8831954169318905
669,17149,15561,0.8930617441120305
670,17151,4177,0.8469127943984723
671,17153,5335,0.0859325270528326
672,17155,5739,0.9595798854232973
673,17157,31782,0.2883513685550605
674,17159,15513,0.8994271164863145
675,17161,141879,0.31795035009548056
676,17163,259686,0.28071292170591977
677,17165,23491,0.8313176320814768
678,17167,194672,0.6534054742202419
679,17169,6768,0.8268618714194781
680,17171,4951,0.9528962444302992
681,17173,21634,0.913430935709739
682,17175,5342,0.8510502864417568
683,17177,44498,0.5216422660725653
684,17179,131803,0.8080840229153405
685,17181,16653,0.23647358370464672
686,17183,75758,0.8475493316359007
687,17185,11520,0.8341820496499045
688,17187,16844,0.31317632081476765
689,17189,13887,0.7103755569700827
690,17191,16215,0.8723742838956079
691,17193,13537,0.6674092934436665
692,17195,55175,0.6203055378739656
693,17197,690743,0.36569064290260983
694,17199,66597,0.6320814767663908
695,17201,282572,0.3112667091024825
696,17203,38459,0.7838956078930618
697,18001,35777,0.8711012094207511
698,18003,379299,0.4283895607893062
699,18005,83779,0.5792488860598345
700,18007,8748,0.401973265436028
701,18009,11758,0.6957352005092298
702,18011,67843,0.4026098026734564
703,18013,15092,0.7097390197326544
704,18015,20257,0.598026734563972
705,18017,37689,0.13876511775938893
706,18019,118302,0.5655633354551242
707,18021,26225,0.8099936346276257
708,18023,32399,0.4255251432208784
709,18025,10577,0.5843411839592616
710,18027,33351,0.614258434118396
711,18029,49458,0.3860598345003183
712,18031,26559,0.5251432208784214
713,18033,43475,0.6565881604073839
714,18035,114135,0.6276257161043921
715,18037,42736,0.2428389560789306
716,18039,206341,0.12539783577339275
717,18041,23102,0.5827498408656906
718,18043,78522,0.5607893061744113
719,18045,16346,0.7192870782940802
720,18047,22758,0.6171228516868237
721,18049,19974,0.5642902609802674
722,18051,33659,0.3115849777211967
723,18053,65769,0.4942711648631445
724,18055,31922,0.5547422024188415
725,18057,338011,0.521323997453851
726,18059,78168,0.5556970082749841
727,18061,40515,0.6645448758752387
728,18063,170311,0.4471674092934437
729,18065,47972,0.4092934436664545
730,18067,82544,0.38828771483131763
731,18069,36520,0.6760025461489497
732,18071,44231,0.37428389560789305
733,18073,33562,0.517823042647995
734,18075,20436,0.6024824952259707
735,18077,32308,0.557288351368555
736,18079,27735,0.5085932527052832
737,18081,158167,0.5286441756842776
738,18083,36594,0.6874602164226608
739,18085,79456,0.3640992998090388
740,18087,39614,0.23360916613621896
741,18089,485493,0.2928071292170592
742,18091,109888,0.49140674729471673
743,18093,45370,0.558879694462126
744,18095,129569,0.6893698281349459
745,18097,964582,0.44971355824315723
746,18099,46258,0.11457670273711013
747,18101,10255,0.5887969446212603
748,18103,35516,0.5515595162316995
749,18105,148431,0.6228516868236792
750,18107,38338,0.5184595798854233
751,18109,70489,0.6400381922342457
752,18111,13984,0.5343730108211331
753,18113,47744,0.2641629535327817
754,18115,5875,0.42329726288987907
755,18117,19646,0.5852959898154042
756,18119,20799,0.7536600891152132
757,18121,16937,0.790897517504774
758,18123,19169,0.22819859961807765
759,18125,12389,0.7441120305537874
760,18127,170389,0.5035009548058561
761,18129,25427,0.40770210057288353
762,18131,12353,0.5830681094844048
763,18133,37576,0.6610439210693826
764,18135,24665,0.771164863144494
765,18137,28324,0.5706556333545513
766,18139,16581,0.635582431572247
767,18141,271826,0.3535964353914704
768,18143,23873,0.5079567154678549
769,18145,44729,0.36187141947803947
770,18147,20277,0.4478039465308721
771,18149,22995,0.3599618077657543
772,18151,34594,0.6387651177593889
773,18153,20669,0.6473583704646722
774,18155,10751,0.6196690006365373
775,18157,195732,0.6374920432845321
776,18159,15148,0.8033099936346276
777,18161,7054,0.6397199236155315
778,18163,181451,0.3204964990451941
779,18165,15498,0.8042647994907702
780,18167,107038,0.8029917250159134
781,18169,30996,0.633991088478676
782,18171,8265,0.879057924888606
783,18173,62998,0.4516231699554424
784,18175,28036,0.8389560789306174
785,18177,65884,0.7056015276893698
786,18179,28296,0.6623169955442393
787,18181,24102,0.30903882877148314
788,18183,33964,0.5846594525779758
789,19001,7152,0.7708465945257797
790,19003,3602,0.9780394653087205
791,19005,13687,0.5598345003182686
792,19007,12426,0.7705283259070655
793,19009,5496,0.9554423933800127
794,19011,25645,0.6514958625079568
795,19013,131228,0.1349458943348186
796,19015,26234,0.38924252068746024
797,19017,25062,0.5385105028644176
798,19019,21175,0.5789306174411203
799,19021,19620,0.06842775302355188
800,19023,14439,0.6222151495862508
801,19025,9668,0.35168682367918525
802,19027,20165,0.5560152768936982
803,19029,12836,0.7593889242520687
804,19031,18627,0.5302355187778485
805,19033,42450,0.0674729471674093
806,19035,11235,0.5445576066199873
807,19037,11933,0.9169318905155952
808,19039,9395,0.29598981540420116
809,19041,16016,0.25206874602164225
810,19043,17549,0.7721196690006366
811,19045,46429,0.47740292807129214
812,19047,16820,0.25334182049649906
813,19049,93453,0.21546785486950987
814,19051,9000,0.7361553150859326
815,19053,7870,0.9070655633354551
816,19055,17011,0.8625079567154679
817,19057,38967,0.8373647358370465
818,19059,17258,0.06810948440483769
819,19061,97311,0.08625079567154678
820,19063,9208,0.196053469127944
821,19065,19650,0.4688096753660089
